text_content,extracted_keywords,true_category,true_severity
Heavy wet roads is making the situation worse near Airport Road. There is a crowd emergency. Visibility is poor. The incident happened just now.,crowd emergency; airport road; wet roads,RESCUE,2
There's... Ahhh! There has been a heat emergency near Outer Ring Road. I can see a fuel tanker involved and one injured person. What do I do?!,one injured person; outer ring road; fuel tanker,MEDICAL,3
There has been a dam overflow near Riverbank. I can see a car involved and a trapped passenger.,a trapped passenger; dam overflow; riverbank,FLOOD,5
Oh my god! I think there has been a aircraft emergency near Airport Junction. three injured passengers. Please hurry!,three injured passengers; airport junction; aircraft emergency,CRASH,2
"I... I don't know, Please send help to Station Road. We have a bridge damage involving a motorcycle. What do I do?!",bridge damage; station road; motorcycle,RESCUE,1
911? We have a electrical accident near City Center. It happened a few minutes ago. A driver is waiting.,city center; electrical accident; driver,FIRE,1
Help! I am near Port Entrance and there has been a boat accident. The road is affected and I can see debris. The incident happened about ten minutes ago. What do I do?!,boat accident; port entrance; debris,CRASH,1
Help! The caller says there is a train derailment at Commercial Street.,commercial street; train derailment; help,CRASH,4
Oh my god! Caller reports a aircraft emergency at Industrial Gate. There is oil spill. A passenger is waiting. Please hurry!,industrial gate; oil spill; aircraft emergency,CRASH,3
Help! A cyclist says there is a severe rainfall near Riverbank. They noticed toxic fumes. The incident happened early this morning. Visibility is poor. Send someone now!,severe rainfall; toxic fumes; cyclist,CYCLONE,1
"It's, um, Oh my god! We have a bus crash near Temple Road. It happened early this morning. Traffic is building up. Traffic is building up.",bus crash; temple road; happened,CRASH,3
Reports are coming in from Riverbank about a vehicle collision. There is oil spill. Traffic is building up. What do I do?!,vehicle collision; oil spill; riverbank,CRASH,2
"I... I don't know, Help! I am near Central Market and there has been a fallen tree. The road is affected and I can see unstable structure.",fallen tree; unstable structure; central market,RESCUE,2
There's... Oh my god! I am near Airport Road and there has been a road blockage. The road is affected and I can see live electrical wires. What do I do?!,live electrical wires; airport road; road blockage,RESCUE,1
Please send help to Main Highway. We have a chemical spill involving a van. The weather is dust storm. The incident happened during rush hour.,main highway; dust storm; chemical spill,HAZMAT,3
911? Caller reports a truck accident at Central Market. There is live electrical wires. A security guard is waiting. What do I do?!,live electrical wires; truck accident; security guard,CRASH,2
"It's, um, Please hurry! The caller says there is a urban flooding at Eastern Bypass. Visibility is poor. Send someone now!",urban flooding; eastern bypass; please,FLOOD,3
A resident says there is a cyclone damage near Central Flyover. They noticed oil spill.,central flyover; cyclone damage; oil spill,CYCLONE,3
"It's, um, Oh my god! Please send help to Airport Junction. We have a warehouse fire involving a fuel tanker. The weather is extreme heat.",extreme heat; airport junction; warehouse fire,FIRE,3
Please send help to Highway Toll Plaza. We have a lightning strike involving a school bus. People are moving away.,highway toll plaza; school bus; lightning strike,CYCLONE,1
We have a railway accident near Main Highway. It happened about half an hour ago. A child is waiting. Please hurry!,main highway; railway accident; child,CRASH,1
Ahhh! There has been a landslide near Railway Station. I can see a SUV involved and an unconscious person. What do I do?!,an unconscious person; railway station; suv,RESCUE,4
I am near Port Entrance and there has been a electrical accident. The road is affected and I can see fuel leak. Visibility is poor. Send someone now!,electrical accident; port entrance; fuel leak,FIRE,2
911? A child says there is a building collapse near Factory Road. They noticed broken glass. Visibility is poor. Please hurry!,broken glass; building collapse; factory road,RESCUE,4
"It's, um, I am near Outer Ring Road and there has been a electrical accident. The road is affected and I can see broken glass. The incident happened during rush hour. The weather is continuous rainfall.",outer ring road; broken glass; electrical accident,FIRE,2
"It's, um, 911? The caller says there is a boat accident at Forest Checkpoint. The weather is heavy rain. The incident happened late last night.",boat accident; heavy rain; forest checkpoint,CRASH,2
Please send help to Main Highway. We have a stampede involving a tanker. People are moving away.,main highway; tanker; stampede,RESCUE,1
Please hurry! Reports are coming in from Highway Toll Plaza about a stampede. There is fallen tree. People are moving away. Send someone now!,highway toll plaza; fallen tree; stampede,RESCUE,2
A child says there is a cold exposure near Western Expressway. They noticed chemical fumes. Traffic is building up. What do I do?!,chemical fumes; western expressway; cold exposure,MEDICAL,2
"It's, um, We have a stampede near Airport Junction. It happened just now. Traffic is building up. What do I do?!",airport junction; stampede; happened,RESCUE,1
We have a gas leak near River Bridge. It happened about ten minutes ago. Visibility is poor. Traffic is building up. Please hurry!,river bridge; gas leak; happened,HAZMAT,2
A pedestrian says there is a evacuation near Central Flyover. They noticed fire.,central flyover; pedestrian; fire,RESCUE,3
We have a building collapse near Tunnel Entrance. It happened this afternoon. Visibility is poor.,building collapse; tunnel entrance; happened,RESCUE,5
There's... Help! Caller reports a industrial accident at Airport Road. There is diesel leak. Visibility is poor. Please hurry!,airport road; diesel leak; industrial accident,MEDICAL,3
911? I am near Forest Checkpoint and there has been a heat emergency. The road is affected and I can see oil spill. What do I do?!,oil spill; heat emergency; forest checkpoint,MEDICAL,3
There's... Please hurry! There has been a explosion near Main Highway. I can see a train involved and three injured passengers. The weather is cyclonic winds. People are moving away.,three injured passengers; main highway; cyclonic winds,RESCUE,5
Please send help to Residential Block. We have a train derailment involving a train. The incident happened around midnight. People are moving away. Please hurry!,residential block; train derailment; please,CRASH,5
Heavy extreme heat is making the situation worse near Temple Road. There is a explosion. A security guard is waiting.,extreme heat; temple road; security guard,RESCUE,5
911? We have a car rollover near River Bridge. It happened around midnight. The incident happened around midnight. The weather is dust storm.,dust storm; river bridge; car rollover,CRASH,3
There's... There has been a evacuation near Riverbank. I can see a tanker involved and three injured passengers. The weather is heavy rain. Visibility is poor.,three injured passengers; heavy rain; tanker,RESCUE,3
Reports are coming in from Railway Yard about a truck accident. There is debris. The incident happened late last night. Please hurry!,railway yard; truck accident; debris,CRASH,2
"It's, um, 911? Heavy extreme heat is making the situation worse near North Underpass. There is a forest fire. Send someone now!",extreme heat; north underpass; forest fire,FIRE,3
Oh my god! A cyclist says there is a road blockage near Western Expressway. They noticed fallen tree.,fallen tree; road blockage; western expressway,RESCUE,2
A security guard says there is a heat emergency near Outer Ring Road. They noticed broken glass. Visibility is poor.,outer ring road; broken glass; security guard,MEDICAL,1
A shopkeeper says there is a car rollover near Highway Toll Plaza. They noticed diesel leak. The weather is dust storm.,highway toll plaza; dust storm; diesel leak,CRASH,2
"It's, um, Ahhh! Caller reports a gas leak at Riverbank. There is fallen tree. People are moving away. The incident happened about ten minutes ago.",fallen tree; gas leak; riverbank,HAZMAT,2
Heavy thunderstorm is making the situation worse near North Underpass. There is a wildfire. Please hurry!,north underpass; wildfire; thunderstorm,FIRE,3
The caller says there is a dam overflow at Railway Station. A security guard is waiting.,railway station; security guard; dam overflow,FLOOD,2
Caller reports a drowning at Port Entrance. There is fallen tree. A elderly person is waiting. The incident happened around noon.,fallen tree; port entrance; elderly person,RESCUE,4
There's... Caller reports a evacuation at Commercial Street. There is debris. The weather is extreme heat.,extreme heat; commercial street; debris,RESCUE,1
There's... Ahhh! I think there has been a car rollover near City Hospital. multiple casualties. Traffic is building up. A shopkeeper is waiting.,city hospital; multiple casualties; car rollover,CRASH,5
Reports are coming in from Airport Junction about a fuel leak. There is diesel leak. A security guard is waiting.,airport junction; diesel leak; fuel leak,HAZMAT,2
911? There has been a gas leak near Coastal Road. I can see a train involved and a seriously injured driver. The weather is cyclonic winds. Please hurry!,a seriously injured driver; gas leak; coastal road,HAZMAT,3
Caller reports a bridge damage at College Road. There is smoke.,college road; bridge damage; smoke,RESCUE,1
Oh my god! Please send help to Coastal Road. We have a cold exposure involving a SUV. The weather is cyclonic winds.,coastal road; cyclonic winds; cold exposure,MEDICAL,1
"It's, um, Help! There has been a car rollover near Central Market. I can see a school bus involved and an injured child.",an injured child; school bus; central market,CRASH,2
911? I think there has been a truck accident near Factory Road. several injured people. What do I do?!,several injured people; truck accident; factory road,CRASH,2
"It's, um, Heavy dust storm is making the situation worse near City Center. There is a motorcycle accident. Traffic is building up. Visibility is poor.",city center; dust storm; motorcycle accident,CRASH,2
I think there has been a car rollover near Old Bridge. a seriously injured driver. Traffic is building up.,a seriously injured driver; old bridge; car rollover,CRASH,3
Please send help to Airport Road. We have a power line failure involving a train.,power line failure; airport road; train,HAZMAT,2
Please hurry! The caller says there is a hazardous material incident at Central Flyover.,hazardous material incident; central flyover; please,HAZMAT,1
Caller reports a flash flood at Outer Ring Road. There is fallen tree. People are moving away. The weather is thunderstorm.,outer ring road; fallen tree; flash flood,FLOOD,3
"I... I don't know, Oh my god! We have a aircraft emergency near Highway Toll Plaza. It happened during rush hour. A security guard is waiting. What do I do?!",highway toll plaza; security guard; aircraft emergency,CRASH,1
"I... I don't know, Heavy poor visibility is making the situation worse near Residential Block. There is a missing person. Visibility is poor. What do I do?!",missing person; poor visibility; residential block,RESCUE,1
911? We have a missing person near Railway Yard. It happened early this morning.,railway yard; missing person; happened,RESCUE,2
I am near Main Highway and there has been a wildfire. The road is affected and I can see broken glass. The weather is extreme heat. Traffic is building up. Send someone now!,main highway; broken glass; extreme heat,FIRE,2
"I... I don't know, Help! I am near Forest Checkpoint and there has been a railway accident. The road is affected and I can see diesel leak.",railway accident; diesel leak; forest checkpoint,CRASH,3
Oh my god! I think there has been a aircraft emergency near North Underpass. a seriously injured driver. People are moving away. Please hurry!,a seriously injured driver; north underpass; aircraft emergency,CRASH,3
Heavy wet roads is making the situation worse near Tunnel Entrance. There is a bus crash.,bus crash; wet roads; tunnel entrance,CRASH,2
"It's, um, Please hurry! Caller reports a aircraft emergency at Residential Block. There is gas leak. Traffic is building up. The weather is stormy weather. What do I do?!",stormy weather; gas leak; residential block,CRASH,3
Heavy heavy rain is making the situation worse near Harbor Area. There is a medical emergency. The incident happened a few minutes ago. Traffic is building up. Send someone now!,heavy rain; harbor area; medical emergency,MEDICAL,2
Caller reports a missing person at Market Road. There is rising water.,missing person; rising water; market road,RESCUE,2
Ahhh! Heavy heavy rain is making the situation worse near Highway Toll Plaza. There is a stampede. Traffic is building up. Visibility is poor. Send someone now!,highway toll plaza; heavy rain; stampede,RESCUE,2
"I... I don't know, Help! Heavy heavy rain is making the situation worse near Old Bridge. There is a fallen tree. A elderly person is waiting. What do I do?!",fallen tree; old bridge; elderly person,RESCUE,1
911? I am near Old Bridge and there has been a medical emergency. The road is affected and I can see live electrical wires. The incident happened before sunrise. Traffic is building up.,live electrical wires; old bridge; medical emergency,MEDICAL,2
Ahhh! Caller reports a vehicle collision at Ring Road. There is gas leak. What do I do?!,ring road; vehicle collision; gas leak,CRASH,3
I am near Riverbank and there has been a railway accident. The road is affected and I can see chemical fumes. The incident happened during rush hour. Traffic is building up.,railway accident; chemical fumes; riverbank,CRASH,1
"I... I don't know, Ahhh! A driver says there is a aircraft emergency near Dam Road. They noticed chemical fumes. The weather is stormy weather.",stormy weather; aircraft emergency; chemical fumes,CRASH,2
Caller reports a truck accident at North Underpass. There is live electrical wires.,live electrical wires; north underpass; truck accident,CRASH,2
There's... I think there has been a earthquake damage near South Flyover. people with minor injuries. Visibility is poor. The incident happened around noon. Please hurry!,people with minor injuries; earthquake damage; south flyover,RESCUE,5
"Wait, yes, Reports are coming in from Ring Road about a car rollover. There is diesel leak.",ring road; diesel leak; car rollover,CRASH,3
Oh my god! Reports are coming in from Old Bridge about a industrial accident. There is fuel leak. Please hurry!,old bridge; fuel leak; industrial accident,MEDICAL,3
Please hurry! A resident says there is a bus crash near Factory Road. They noticed unstable structure. A resident is waiting.,unstable structure; bus crash; factory road,CRASH,2
Help! I am near Factory Road and there has been a lightning strike. The road is affected and I can see broken glass. Visibility is poor. Send someone now!,lightning strike; broken glass; factory road,CYCLONE,2
There's... There has been a warehouse fire near Outer Ring Road. I can see a bus involved and a seriously injured driver. Traffic is building up.,a seriously injured driver; outer ring road; warehouse fire,FIRE,3
A worker says there is a missing person near Bus Depot. They noticed diesel leak. What do I do?!,missing person; diesel leak; bus depot,RESCUE,2
I think there has been a car rollover near Eastern Bypass. an unconscious person. A worker is waiting.,an unconscious person; eastern bypass; car rollover,CRASH,4
I think there has been a warehouse fire near Factory Road. an injured child. Visibility is poor. A pedestrian is waiting.,an injured child; warehouse fire; factory road,FIRE,3
I am near Tunnel Entrance and there has been a cold exposure. The road is affected and I can see fire. Visibility is poor. Visibility is poor. Please hurry!,tunnel entrance; cold exposure; fire,MEDICAL,2
There's... Reports are coming in from Western Expressway about a power line failure. There is smoke. Traffic is building up.,power line failure; western expressway; smoke,HAZMAT,2
Oh my god! I think there has been a chemical spill near City Hospital. a trapped passenger. Send someone now!,a trapped passenger; city hospital; chemical spill,HAZMAT,5
We have a flash flood near Railway Yard. It happened a few minutes ago. The incident happened a few minutes ago.,railway yard; flash flood; happened,FLOOD,2
"Wait, yes, There has been a drowning near Shopping District. I can see a SUV involved and two injured people. Traffic is building up. Please hurry!",two injured people; shopping district; drowning,RESCUE,4
There's... Oh my god! I am near Coastal Road and there has been a evacuation. The road is affected and I can see diesel leak. The weather is dense fog. A shopkeeper is waiting.,dense fog; diesel leak; coastal road,RESCUE,2
The caller says there is a vehicle collision at Airport Road. People are moving away. The weather is cyclonic winds. What do I do?!,airport road; vehicle collision; cyclonic winds,CRASH,1
"It's, um, Oh my god! Please send help to Dam Road. We have a building collapse involving a container truck. The incident happened a few minutes ago.",container truck; building collapse; dam road,RESCUE,5
Help! Please send help to South Flyover. We have a explosion involving a SUV. Please hurry!,south flyover; explosion; suv,RESCUE,5
Help! I am near Tunnel Entrance and there has been a electrical accident. The road is affected and I can see diesel leak. People are moving away. People are moving away.,electrical accident; diesel leak; tunnel entrance,FIRE,3
We have a earthquake damage near Warehouse District. It happened about half an hour ago. The weather is thunderstorm. Please hurry!,earthquake damage; warehouse district; thunderstorm,RESCUE,5
"Wait, yes, I am near Shopping District and there has been a aircraft emergency. The road is affected and I can see fallen tree. People are moving away. What do I do?!",fallen tree; aircraft emergency; shopping district,CRASH,2
Help! I am near Factory Road and there has been a lightning strike. The road is affected and I can see broken glass. Send someone now!,lightning strike; broken glass; factory road,CYCLONE,1
Ahhh! Caller reports a boat accident at Eastern Bypass. There is broken glass. The weather is stormy weather. A construction worker is waiting. Send someone now!,boat accident; broken glass; stormy weather,CRASH,2
"Wait, yes, Oh my god! The caller says there is a chemical spill at Harbor Area. The incident happened early this morning. The incident happened early this morning.",chemical spill; harbor area; wait,HAZMAT,3
Please send help to Central Market. We have a lightning strike involving a car. The incident happened during rush hour. The weather is dust storm.,lightning strike; dust storm; central market,CYCLONE,3
"It's, um, 911? Please send help to Central Flyover. We have a earthquake damage involving a ambulance. Visibility is poor.",central flyover; earthquake damage; ambulance,RESCUE,5
"I... I don't know, Reports are coming in from Residential Block about a bridge damage. There is oil spill. The weather is cold weather. People are moving away. Please hurry!",cold weather; oil spill; residential block,RESCUE,2
"It's, um, A cyclist says there is a gas leak near Residential Block. They noticed oil spill. People are moving away. People are moving away.",oil spill; gas leak; residential block,HAZMAT,2
Help! Reports are coming in from City Hospital about a car rollover. There is smoke. Visibility is poor.,city hospital; car rollover; smoke,CRASH,2
Reports are coming in from Tunnel Entrance about a severe rainfall. There is rising water. The incident happened late last night. People are moving away.,severe rainfall; rising water; tunnel entrance,CYCLONE,2
"I... I don't know, 911? I am near Riverbank and there has been a crowd emergency. The road is affected and I can see unstable structure. Visibility is poor.",crowd emergency; unstable structure; riverbank,RESCUE,2
Caller reports a cyclone damage at Shopping District. There is unstable structure.,cyclone damage; unstable structure; shopping district,CYCLONE,1
Heavy wet roads is making the situation worse near Market Road. There is a cold exposure. What do I do?!,wet roads; market road; cold exposure,MEDICAL,1
Please hurry! Heavy dust storm is making the situation worse near Main Highway. There is a train derailment. Visibility is poor.,main highway; dust storm; train derailment,CRASH,5
I am near Railway Yard and there has been a vehicle collision. The road is affected and I can see oil spill.,railway yard; vehicle collision; oil spill,CRASH,2
We have a boat accident near Warehouse District. It happened before sunrise. Traffic is building up. Send someone now!,boat accident; warehouse district; happened,CRASH,1
"It's, um, We have a forest fire near River Bridge. It happened a few minutes ago. Visibility is poor.",river bridge; forest fire; happened,FIRE,2
Please hurry! I am near Harbor Area and there has been a aircraft emergency. The road is affected and I can see unstable structure. Visibility is poor. A driver is waiting. Please hurry!,unstable structure; aircraft emergency; harbor area,CRASH,2
"I... I don't know, I am near City Center and there has been a hazardous material incident. The road is affected and I can see debris. Please hurry!",hazardous material incident; city center; debris,HAZMAT,2
"It's, um, Oh my god! I think there has been a power line failure near Dam Road. a trapped passenger. Visibility is poor. The incident happened this afternoon.",a trapped passenger; power line failure; dam road,HAZMAT,4
Help! Heavy extreme heat is making the situation worse near Industrial Gate. There is a electrical accident. Visibility is poor.,electrical accident; extreme heat; industrial gate,FIRE,2
Reports are coming in from Dam Road about a motorcycle accident. There is blocked road. Traffic is building up. Visibility is poor. Please hurry!,blocked road; motorcycle accident; dam road,CRASH,1
"Wait, yes, A resident says there is a heat emergency near Main Highway. They noticed diesel leak.",main highway; diesel leak; heat emergency,MEDICAL,2
We have a urban flooding near Railway Yard. It happened during rush hour. The weather is poor visibility. The weather is poor visibility. Please hurry!,railway yard; poor visibility; urban flooding,FLOOD,3
I am near Commercial Street and there has been a evacuation. The road is affected and I can see fire.,commercial street; fire; evacuation,RESCUE,2
Help! There has been a flash flood near Warehouse District. I can see a ambulance involved and one injured person. A child is waiting. Visibility is poor. Send someone now!,one injured person; warehouse district; flash flood,FLOOD,2
There's... Heavy poor visibility is making the situation worse near Coastal Road. There is a landslide. People are moving away. The weather is poor visibility. What do I do?!,poor visibility; coastal road; landslide,RESCUE,1
"It's, um, There has been a fuel leak near River Bridge. I can see a truck involved and two injured people. What do I do?!",two injured people; fuel leak; river bridge,HAZMAT,3
"I... I don't know, Oh my god! I am near Eastern Bypass and there has been a building fire. The road is affected and I can see toxic fumes.",building fire; eastern bypass; toxic fumes,FIRE,3
"Wait, yes, I am near Industrial Gate and there has been a warehouse fire. The road is affected and I can see oil spill.",industrial gate; oil spill; warehouse fire,FIRE,2
There's... Please hurry! I think there has been a urban flooding near Eastern Bypass. multiple casualties.,multiple casualties; urban flooding; eastern bypass,FLOOD,5
Oh my god! I am near Forest Checkpoint and there has been a truck accident. The road is affected and I can see fire. The weather is strong winds.,truck accident; strong winds; forest checkpoint,CRASH,2
Help! Heavy thunderstorm is making the situation worse near Railway Station. There is a factory fire. Traffic is building up. Please hurry!,railway station; factory fire; thunderstorm,FIRE,2
"It's, um, Oh my god! I think there has been a electrical accident near Old Railway Crossing. two injured people. A resident is waiting. What do I do?!",old railway crossing; two injured people; electrical accident,FIRE,3
Ahhh! I think there has been a bridge damage near Central Flyover. several injured people. People are moving away. Send someone now!,several injured people; central flyover; bridge damage,RESCUE,3
Oh my god! The caller says there is a boat accident at Main Highway. Please hurry!,main highway; boat accident; caller,CRASH,1
911? I am near Tunnel Entrance and there has been a cyclone damage. The road is affected and I can see oil spill.,cyclone damage; oil spill; tunnel entrance,CYCLONE,2
"I... I don't know, I think there has been a car rollover near Western Expressway. two injured people.",two injured people; western expressway; car rollover,CRASH,2
The caller says there is a missing person at Forest Checkpoint.,missing person; forest checkpoint; caller,RESCUE,2
Reports are coming in from North Underpass about a heat emergency. There is debris. Visibility is poor.,north underpass; heat emergency; debris,MEDICAL,2
Heavy extreme heat is making the situation worse near Shopping District. There is a bridge damage. Visibility is poor.,extreme heat; shopping district; bridge damage,RESCUE,1
We have a storm damage near Underpass. It happened before sunrise. A worker is waiting.,storm damage; worker; underpass,CYCLONE,2
Oh my god! Reports are coming in from Airport Road about a building collapse. There is oil spill.,airport road; building collapse; oil spill,RESCUE,5
There's... Ahhh! We have a urban flooding near Bus Terminal. It happened late last night. Visibility is poor. Send someone now!,urban flooding; bus terminal; theres,FLOOD,2
Please hurry! The caller says there is a missing person at Shopping District. The incident happened about ten minutes ago.,missing person; shopping district; please,RESCUE,2
There's... Ahhh! I am near Airport Road and there has been a cyclone damage. The road is affected and I can see debris. People are moving away. Please hurry!,airport road; cyclone damage; debris,CYCLONE,2
"It's, um, Please send help to Industrial Area. We have a power line failure involving a train. People are moving away.",power line failure; industrial area; train,HAZMAT,1
"It's, um, The caller says there is a landslide at Airport Junction. People are moving away. Traffic is building up. Send someone now!",airport junction; landslide; caller,RESCUE,1
"I... I don't know, Caller reports a industrial accident at Eastern Bypass. There is broken glass.",broken glass; industrial accident; eastern bypass,MEDICAL,2
There's... We have a industrial accident near River Bridge. It happened during rush hour. A construction worker is waiting. What do I do?!,construction worker; river bridge; industrial accident,MEDICAL,2
We have a drowning near Ring Road. It happened around midnight. A cyclist is waiting. Please hurry!,ring road; cyclist; drowning,RESCUE,5
Please hurry! There has been a industrial accident near Airport Junction. I can see a train involved and two injured people. People are moving away.,two injured people; airport junction; industrial accident,MEDICAL,3
"It's, um, Please send help to North Underpass. We have a heat emergency involving a van. The incident happened a few minutes ago. A child is waiting.",north underpass; heat emergency; van,MEDICAL,1
Oh my god! There has been a building collapse near Bus Depot. I can see a SUV involved and three injured passengers.,three injured passengers; building collapse; bus depot,RESCUE,4
"It's, um, Please hurry! I am near Railway Yard and there has been a factory fire. The road is affected and I can see blocked road. The incident happened around midnight. The incident happened around midnight.",railway yard; blocked road; factory fire,FIRE,3
There's... Ahhh! Heavy dust storm is making the situation worse near Main Highway. There is a fallen tree. Please hurry!,main highway; fallen tree; dust storm,RESCUE,2
Please hurry! Please send help to Bus Depot. We have a factory fire involving a train.,bus depot; factory fire; train,FIRE,2
"It's, um, Help! I am near College Road and there has been a earthquake damage. The road is affected and I can see unstable structure. The incident happened before sunrise. Visibility is poor.",earthquake damage; unstable structure; college road,RESCUE,5
"I... I don't know, Ahhh! We have a evacuation near South Flyover. It happened late last night. The incident happened late last night. Visibility is poor.",south flyover; evacuation; dont,RESCUE,1
Help! I think there has been a cold exposure near Factory Road. people with minor injuries. A resident is waiting.,people with minor injuries; cold exposure; factory road,MEDICAL,2
"I... I don't know, Oh my god! Heavy thunderstorm is making the situation worse near Dam Road. There is a power line failure. What do I do?!",power line failure; dam road; thunderstorm,HAZMAT,3
"I... I don't know, Please hurry! A cyclist says there is a electrical accident near Riverbank. They noticed fuel leak.",electrical accident; fuel leak; cyclist,FIRE,2
Ahhh! A passenger says there is a forest fire near Highway Toll Plaza. They noticed oil spill.,highway toll plaza; oil spill; forest fire,FIRE,3
"It's, um, Help! Caller reports a industrial accident at North Underpass. There is debris. Please hurry!",north underpass; industrial accident; debris,MEDICAL,2
Ahhh! Caller reports a car rollover at Shopping District. There is diesel leak. What do I do?!,diesel leak; shopping district; car rollover,CRASH,2
"Wait, yes, Oh my god! Please send help to Airport Road. We have a medical emergency involving a motorcycle. A cyclist is waiting. What do I do?!",airport road; medical emergency; cyclist,MEDICAL,2
Please hurry! Please send help to City Center. We have a urban flooding involving a ambulance.,city center; urban flooding; ambulance,FLOOD,3
"It's, um, 911? The caller says there is a cyclone damage at Bus Terminal.",cyclone damage; bus terminal; caller,CYCLONE,2
"It's, um, Please hurry! I think there has been a landslide near Commercial Street. multiple casualties. Traffic is building up. Send someone now!",multiple casualties; commercial street; landslide,RESCUE,5
There's... We have a severe rainfall near Shopping District. It happened a few minutes ago. The weather is cold weather.,cold weather; severe rainfall; shopping district,CYCLONE,1
"Wait, yes, Ahhh! I think there has been a stampede near River Bridge. two injured people. The weather is dust storm. A passenger is waiting.",two injured people; dust storm; river bridge,RESCUE,3
Please hurry! Please send help to Warehouse District. We have a truck accident involving a SUV. The incident happened a few minutes ago.,truck accident; warehouse district; suv,CRASH,1
Heavy cyclonic winds is making the situation worse near Factory Road. There is a flash flood. The weather is cyclonic winds.,cyclonic winds; flash flood; factory road,FLOOD,3
There has been a aircraft emergency near Industrial Gate. I can see a SUV involved and an injured child. People are moving away. Traffic is building up.,an injured child; industrial gate; aircraft emergency,CRASH,3
Help! The caller says there is a earthquake damage at Ring Road. People are moving away. Traffic is building up.,ring road; earthquake damage; help,RESCUE,4
"It's, um, Oh my god! The caller says there is a fuel leak at Industrial Area. Visibility is poor.",industrial area; fuel leak; caller,HAZMAT,2
911? Please send help to Bus Depot. We have a truck accident involving a ambulance. The incident happened a few minutes ago. Visibility is poor.,truck accident; bus depot; ambulance,CRASH,1
Help! There has been a heat emergency near College Road. I can see a tanker involved and a seriously injured driver.,a seriously injured driver; college road; heat emergency,MEDICAL,3
Ahhh! We have a urban flooding near Warehouse District. It happened this afternoon.,urban flooding; warehouse district; ahhh,FLOOD,3
"I... I don't know, Reports are coming in from Bus Depot about a building collapse. There is broken glass. A driver is waiting.",broken glass; building collapse; bus depot,RESCUE,4
The caller says there is a industrial accident at Warehouse District.,industrial accident; warehouse district; caller,MEDICAL,1
There's... Oh my god! I am near Airport Junction and there has been a heat emergency. The road is affected and I can see fire. The weather is heavy rain. Visibility is poor. What do I do?!,airport junction; heavy rain; heat emergency,MEDICAL,3
"It's, um, Help! The caller says there is a aircraft emergency at Tunnel Entrance. Visibility is poor. Traffic is building up.",tunnel entrance; aircraft emergency; help,CRASH,1
There has been a truck accident near Port Entrance. I can see a train involved and three injured passengers. The incident happened before sunrise. Traffic is building up. Please hurry!,three injured passengers; truck accident; port entrance,CRASH,2
911? Heavy strong winds is making the situation worse near South Flyover. There is a train derailment.,strong winds; south flyover; train derailment,CRASH,5
Please hurry! A construction worker says there is a aircraft emergency near Station Road. They noticed oil spill. Traffic is building up. Traffic is building up. What do I do?!,construction worker; oil spill; aircraft emergency,CRASH,2
Reports are coming in from Warehouse District about a medical emergency. There is fire. Traffic is building up. Traffic is building up.,warehouse district; medical emergency; fire,MEDICAL,2
Help! There has been a gas leak near Bus Terminal. I can see a sedan involved and several injured people. A child is waiting. A child is waiting. What do I do?!,several injured people; gas leak; bus terminal,HAZMAT,3
"Wait, yes, I think there has been a explosion near Highway Toll Plaza. an unconscious person.",an unconscious person; highway toll plaza; explosion,RESCUE,4
Help! Reports are coming in from Commercial Street about a missing person. There is rising water. A construction worker is waiting.,construction worker; missing person; rising water,RESCUE,2
"I... I don't know, Ahhh! Reports are coming in from Station Road about a crowd emergency. There is rising water. Please hurry!",crowd emergency; rising water; station road,RESCUE,1
Oh my god! There has been a building fire near Riverbank. I can see a delivery vehicle involved and three injured passengers. Visibility is poor. People are moving away.,three injured passengers; building fire; delivery vehicle,FIRE,2
Oh my god! Please send help to Western Expressway. We have a storm damage involving a motorcycle. A child is waiting. People are moving away.,storm damage; western expressway; child,CYCLONE,2
"It's, um, Heavy extreme heat is making the situation worse near South Flyover. There is a flash flood.",extreme heat; south flyover; flash flood,FLOOD,2
I think there has been a lightning strike near Underpass. two injured people. Traffic is building up. Visibility is poor. Please hurry!,two injured people; lightning strike; underpass,CYCLONE,2
There has been a bridge damage near Underpass. I can see a motorcycle involved and several injured people.,several injured people; bridge damage; motorcycle,RESCUE,3
Oh my god! I am near Coastal Road and there has been a drowning. The road is affected and I can see gas leak. The weather is thunderstorm. The incident happened around noon.,gas leak; coastal road; thunderstorm,RESCUE,5
Help! I am near Forest Checkpoint and there has been a truck accident. The road is affected and I can see fuel leak.,truck accident; fuel leak; forest checkpoint,CRASH,3
"Wait, yes, Please hurry! I think there has been a crowd emergency near Industrial Area. multiple casualties. A security guard is waiting. The weather is wet roads.",industrial area; crowd emergency; multiple casualties,RESCUE,4
Please hurry! A worker says there is a medical emergency near Industrial Area. They noticed broken glass. The incident happened during rush hour.,broken glass; industrial area; medical emergency,MEDICAL,2
Please hurry! I think there has been a severe rainfall near River Bridge. people with minor injuries.,people with minor injuries; severe rainfall; river bridge,CYCLONE,1
911? There has been a truck accident near Residential Block. I can see a tanker involved and a trapped passenger. What do I do?!,a trapped passenger; truck accident; residential block,CRASH,5
"I... I don't know, 911? Heavy wet roads is making the situation worse near Highway Toll Plaza. There is a railway accident. The incident happened around noon.",highway toll plaza; railway accident; wet roads,CRASH,2
We have a stampede near Warehouse District. It happened early this morning.,warehouse district; stampede; happened,RESCUE,2
